SOC2018Code,SOC2018Title,CIP2020Code,CIP2020Title
19-3041,Sociologists,45.1199,"Sociology, Other."
19-3041,Sociologists,45.1201,Urban Studies/Affairs.
19-3041,Sociologists,45.1301,Sociology and Anthropology.
19-3041,Sociologists,51.3204,Medical/Health Humanities.
19-3051,Urban and Regional Planners,04.0301,"City/Urban, Community, and Regional Planning."
19-3051,Urban and Regional Planners,04.0403,Sustainable Design/Architecture.
19-3051,Urban and Regional Planners,04.1001,Real Estate Development.
19-3051,Urban and Regional Planners,30.3301,Sustainability Studies.
19-3051,Urban and Regional Planners,30.3701,Design for Human Health.
19-3051,Urban and Regional Planners,44.0403,Transportation and Infrastructure Planning/Studies.
19-3051,Urban and Regional Planners,45.1201,Urban Studies/Affairs.
19-3091,Anthropologists and Archeologists,30.2201,Ancient Studies/Civilization.
19-3091,Anthropologists and Archeologists,30.2299,"Classical and Ancient Studies, Other."
19-3091,Anthropologists and Archeologists,30.2701,Human Biology.
19-3091,Anthropologists and Archeologists,30.4201,Geoarcheaology.
19-3091,Anthropologists and Archeologists,30.4701,Linguistics and Anthropology.
19-3091,Anthropologists and Archeologists,45.0201,"Anthropology, General."
19-3091,Anthropologists and Archeologists,45.0202,Physical and Biological Anthropology.
19-3091,Anthropologists and Archeologists,45.0203,Medical Anthropology.
19-3091,Anthropologists and Archeologists,45.0204,Cultural Anthropology.
19-3091,Anthropologists and Archeologists,45.0205,Forensic Anthropology.
19-3091,Anthropologists and Archeologists,45.0299,"Anthropology, Other."
19-3091,Anthropologists and Archeologists,45.0301,Archeology.
19-3091,Anthropologists and Archeologists,45.1301,Sociology and Anthropology.
19-3091,Anthropologists and Archeologists,45.1501,Geography and Anthropology.
19-3091,Anthropologists and Archeologists,51.3204,Medical/Health Humanities.
19-3092,Geographers,30.3501,Climate Science.
19-3092,Geographers,30.3801,Earth Systems Science.
19-3092,Geographers,30.4101,Environmental Geosciences.
19-3092,Geographers,30.4401,Geography and Environmental Studies.
19-3092,Geographers,43.0407,Geospatial Intelligence.
19-3092,Geographers,45.0701,Geography.
19-3092,Geographers,45.0702,Geographic Information Science and Cartography.
19-3092,Geographers,45.0799,"Geography, Other."
19-3092,Geographers,45.1501,Geography and Anthropology.
19-3092,Geographers,51.3204,Medical/Health Humanities.
19-3093,Historians,04.0801,"Architectural History and Criticism, General."
19-3093,Historians,04.0802,Architectural Conservation.
19-3093,Historians,30.1201,"Historic Preservation and Conservation, General."
19-3093,Historians,30.1202,Cultural Resource Management and Policy Analysis.
19-3093,Historians,30.1299,"Historic Preservation and Conservation, Other."
19-3093,Historians,30.1301,Medieval and Renaissance Studies.
19-3093,Historians,30.2101,Holocaust and Related Studies.
19-3093,Historians,30.2201,Ancient Studies/Civilization.
19-3093,Historians,30.2202,"Classical, Ancient Mediterranean, and Near Eastern Studies and Archaeology."
19-3093,Historians,30.2299,"Classical and Ancient Studies, Other."
19-3093,Historians,30.2901,Maritime Studies.
19-3093,Historians,30.4501,History and Language/Literature.
19-3093,Historians,30.4601,History and Political Science.
19-3093,Historians,51.3204,Medical/Health Humanities.
19-3093,Historians,51.3205,History of Medicine.
19-3093,Historians,54.0101,"History, General."
19-3093,Historians,54.0102,American  History (United States).
19-3093,Historians,54.0103,European History.
19-3093,Historians,54.0104,History and Philosophy of Science and Technology.
19-3093,Historians,54.0105,Public/Applied History.
19-3093,Historians,54.0106,Asian History.
19-3093,Historians,54.0107,Canadian History.
19-3093,Historians,54.0108,Military History.
19-3093,Historians,54.0199,"History, Other."
19-3094,Political Scientists,30.2001,International/Globalization Studies.
19-3094,Political Scientists,30.4601,History and Political Science.
19-3094,Political Scientists,30.5101,"Philosophy, Politics, and Economics."
19-3094,Political Scientists,44.0501,"Public Policy Analysis, General."
19-3094,Political Scientists,44.0504,International Policy Analysis.
19-3094,Political Scientists,45.0901,International Relations and Affairs.
19-3094,Political Scientists,45.0902,National Security Policy Studies.
19-3094,Political Scientists,45.0999,"International Relations and National Security Studies, Other."
19-3094,Political Scientists,45.1001,"Political Science and Government, General."
19-3094,Political Scientists,45.1002,American Government and Politics (United States).
19-3094,Political Scientists,45.1003,Canadian Government and Politics.
19-3094,Political Scientists,45.1004,Political Economy.
19-3094,Political Scientists,45.1099,"Political Science and Government, Other."
19-3099,"Social Scientists and Related Workers, All Other",03.0209,Energy and Environmental Policy.
19-3099,"Social Scientists and Related Workers, All Other",13.0601,Educational Evaluation and Research.
19-3099,"Social Scientists and Related Workers, All Other",13.0603,Educational Statistics and Research Methods.
19-3099,"Social Scientists and Related Workers, All Other",13.0604,"Educational Assessment, Testing, and Measurement."
19-3099,"Social Scientists and Related Workers, All Other",13.0607,Learning Sciences.
19-3099,"Social Scientists and Related Workers, All Other",13.0699,"Educational Assessment, Evaluation, and Research, Other."
19-3099,"Social Scientists and Related Workers, All Other",16.0199,"Linguistic, Comparative, and Related Language Studies and Services, Other."
19-3099,"Social Scientists and Related Workers, All Other",19.0702,Adult Development and Aging.
19-3099,"Social Scientists and Related Workers, All Other",30.0501,Peace Studies and Conflict Resolution.
19-3099,"Social Scientists and Related Workers, All Other",30.1001,Biopsychology.
19-3099,"Social Scientists and Related Workers, All Other",30.1101,Gerontology.
19-3099,"Social Scientists and Related Workers, All Other",30.1701,Behavioral Sciences.
19-3099,"Social Scientists and Related Workers, All Other",30.2101,Holocaust and Related Studies.
19-3099,"Social Scientists and Related Workers, All Other",30.2301,Intercultural/Multicultural and Diversity Studies.
19-3099,"Social Scientists and Related Workers, All Other",30.2601,Cultural Studies/Critical Theory and Analysis.
19-3099,"Social Scientists and Related Workers, All Other",30.2701,Human Biology.
19-3099,"Social Scientists and Related Workers, All Other",30.3301,Sustainability Studies.
19-3099,"Social Scientists and Related Workers, All Other",30.3401,Anthrozoology.
19-3099,"Social Scientists and Related Workers, All Other",30.4001,Economics and Foreign Language/Literature.
19-3099,"Social Scientists and Related Workers, All Other",30.4201,Geoarcheaology.
19-3099,"Social Scientists and Related Workers, All Other",30.4401,Geography and Environmental Studies.
19-3099,"Social Scientists and Related Workers, All Other",30.4601,History and Political Science.
19-3099,"Social Scientists and Related Workers, All Other",30.4701,Linguistics and Anthropology.
19-3099,"Social Scientists and Related Workers, All Other",30.5101,"Philosophy, Politics, and Economics."
19-3099,"Social Scientists and Related Workers, All Other",44.0502,Education Policy Analysis.
19-3099,"Social Scientists and Related Workers, All Other",44.0503,Health Policy Analysis.
19-3099,"Social Scientists and Related Workers, All Other",45.0101,"Social Sciences, General."
19-3099,"Social Scientists and Related Workers, All Other",45.0102,Research Methodology and Quantitative Methods.
19-3099,"Social Scientists and Related Workers, All Other",45.0103,Survey Research/Methodology.
19-3099,"Social Scientists and Related Workers, All Other",45.0199,"Social Sciences, Other."
19-3099,"Social Scientists and Related Workers, All Other",45.0501,Demography and Population Studies.
19-3099,"Social Scientists and Related Workers, All Other",45.0502,Applied Demography.
19-3099,"Social Scientists and Related Workers, All Other",45.0599,"Demography, Other."
19-3099,"Social Scientists and Related Workers, All Other",45.9999,"Social Sciences, Other."
19-3099,"Social Scientists and Related Workers, All Other",51.3204,Medical/Health Humanities.
19-4012,Agricultural Technicians,01.0000,"Agriculture, General."
19-4012,Agricultural Technicians,01.0901,"Animal Sciences, General."
19-4012,Agricultural Technicians,01.0905,Dairy Science.
19-4012,Agricultural Technicians,01.0907,Poultry Science.
19-4012,Agricultural Technicians,01.1101,"Plant Sciences, General."
19-4012,Agricultural Technicians,01.1102,Agronomy and Crop Science.
19-4012,Agricultural Technicians,01.1201,"Soil Science and Agronomy, General."
19-4012,Agricultural Technicians,01.1399,"Agriculture/Veterinary Preparatory Programs, Other."
19-4012,Agricultural Technicians,26.0101,"Biology/Biological Sciences, General."
19-4013,Food Science Technicians,01.0401,Agricultural and Food Products Processing.
19-4013,Food Science Technicians,01.1001,Food Science.
19-4013,Food Science Technicians,01.1002,Food Technology and Processing.
19-4013,Food Science Technicians,01.1003,Brewing Science.
19-4013,Food Science Technicians,01.1005,Zymology/Fermentation Science.
19-4013,Food Science Technicians,01.1099,"Food Science and Technology, Other."
19-4013,Food Science Technicians,26.0101,"Biology/Biological Sciences, General."
19-4013,Food Science Technicians,26.0202,Biochemistry.
19-4013,Food Science Technicians,26.0502,"Microbiology, General."
19-4013,Food Science Technicians,40.0501,"Chemistry, General."
19-4021,Biological Technicians,26.0101,"Biology/Biological Sciences, General."
19-4021,Biological Technicians,26.0102,"Biomedical Sciences, General."
19-4021,Biological Technicians,26.0202,Biochemistry.
19-4021,Biological Technicians,26.0204,Molecular Biology.
19-4021,Biological Technicians,26.0406,Cell/Cellular and Molecular Biology.
19-4021,Biological Technicians,26.0502,"Microbiology, General."
19-4021,Biological Technicians,26.0503,Medical Microbiology and Bacteriology.
19-4021,Biological Technicians,26.0508,Microbiology and Immunology.
19-4021,Biological Technicians,26.0701,Zoology/Animal Biology.
19-4021,Biological Technicians,26.0708,Animal Behavior and Ethology.
19-4021,Biological Technicians,26.0709,Wildlife Biology.
19-4021,Biological Technicians,26.0801,"Genetics, General."
19-4021,Biological Technicians,26.1102,Biostatistics.
19-4021,Biological Technicians,26.1103,Bioinformatics.
19-4021,Biological Technicians,26.1104,Computational Biology.
19-4021,Biological Technicians,26.1302,Marine Biology and Biological Oceanography.
19-4021,Biological Technicians,26.1304,Aquatic Biology/Limnology.
19-4021,Biological Technicians,26.1501,Neuroscience.
19-4021,Biological Technicians,41.0101,Biology/Biotechnology Technology/Technician.
19-4031,Chemical Technicians,40.0501,"Chemistry, General."
19-4031,Chemical Technicians,40.0502,Analytical Chemistry.
19-4031,Chemical Technicians,40.0503,Inorganic Chemistry.
19-4031,Chemical Technicians,40.0504,Organic Chemistry.
19-4031,Chemical Technicians,40.0509,Environmental Chemistry.
19-4031,Chemical Technicians,41.0301,Chemical Technology/Technician.
19-4031,Chemical Technicians,41.0303,Chemical Process Technology.
19-4042,"Environmental Science and Protection Technicians, Including Health",03.0104,Environmental Science.
19-4042,"Environmental Science and Protection Technicians, Including Health",15.0506,Water Quality and Wastewater Treatment Management and Recycling Technology/Technician.
19-4042,"Environmental Science and Protection Technicians, Including Health",15.0507,Environmental/Environmental Engineering Technology/Technician.
19-4042,"Environmental Science and Protection Technicians, Including Health",15.0508,Hazardous Materials Management and Waste Technology/Technician.
19-4042,"Environmental Science and Protection Technicians, Including Health",26.1006,Environmental Toxicology.
19-4042,"Environmental Science and Protection Technicians, Including Health",30.3301,Sustainability Studies.
19-4042,"Environmental Science and Protection Technicians, Including Health",30.4101,Environmental Geosciences.
19-4042,"Environmental Science and Protection Technicians, Including Health",30.4401,Geography and Environmental Studies.
19-4042,"Environmental Science and Protection Technicians, Including Health",40.0509,Environmental Chemistry.
19-4042,"Environmental Science and Protection Technicians, Including Health",41.0399,"Physical Science Technologies/Technicians, Other."
19-4042,"Environmental Science and Protection Technicians, Including Health",41.9999,"Science Technologies/Technicians, Other."
19-4043,"Geological Technicians, Except Hydrologic Technicians",15.0901,Mining Technology/Technician.
19-4043,"Geological Technicians, Except Hydrologic Technicians",15.0903,Petroleum Technology/Technician.
19-4043,"Geological Technicians, Except Hydrologic Technicians",15.0999,"Mining and Petroleum Technologies/Technicians, Other."
19-4043,"Geological Technicians, Except Hydrologic Technicians",40.0601,"Geology/Earth Science, General."
19-4043,"Geological Technicians, Except Hydrologic Technicians",41.0000,"Science Technologies/Technicians, General."
19-4043,"Geological Technicians, Except Hydrologic Technicians",41.0303,Chemical Process Technology.
19-4043,"Geological Technicians, Except Hydrologic Technicians",41.0399,"Physical Science Technologies/Technicians, Other."
19-4043,"Geological Technicians, Except Hydrologic Technicians",41.9999,"Science Technologies/Technicians, Other."
19-4044,Hydrologic Technicians,40.0605,Hydrology and Water Resources Science.
19-4044,Hydrologic Technicians,41.0000,"Science Technologies/Technicians, General."
19-4044,Hydrologic Technicians,41.0399,"Physical Science Technologies/Technicians, Other."
19-4044,Hydrologic Technicians,41.9999,"Science Technologies/Technicians, Other."
19-4051,Nuclear Technicians,15.1401,Nuclear Engineering Technology/Technician.
19-4051,Nuclear Technicians,41.0204,Industrial Radiologic Technology/Technician.
19-4051,Nuclear Technicians,41.0205,Nuclear/Nuclear Power Technology/Technician.
19-4051,Nuclear Technicians,41.0299,"Nuclear and Industrial Radiologic Technologies/Technicians, Other."
19-4051,Nuclear Technicians,51.0916,Radiation Protection/Health Physics Technician.
19-4061,Social Science Research Assistants,30.1701,Behavioral Sciences.
