PROVIDERID,NAME,SCHOOLIDENTIFICATIONNUMBER,STREET1,STREET2,CITY,STATE,ZIP,COUNTY,MSTREET1,MSTREET2,MCITY,MSTATE,MZIP,CONTACTFIRSTNAME,CONTACTLASTNAME,CONTACTTITLE,PHONE,PHONEEXTENSION,FAX,WEBSITE,EMAIL,LICENSINGAGENCYID,TYPEID,NONGOVAPPROVAL,CERTAPPROVALEXP,CUSTOMIZED,DISTANCELEARNING,SPEAKSPANISH,OTHERLANGUAGES,LANGUAGES,CAREERASSIST,ONESTOPCAREER,PERSONALASSIST,ACCESSAJBATB,CHILDCARE,ASSISTOBTAININGCHILDCARE,EVENINGCOURSES,ACCESSFORDISABLED,BUSROUTE1,BUSROUTE2,TRNROUTE1,TRNROUTE2,WIBCOMMENT,STATECOMMENT,DTSUBMITTED,STATUSNAME
7984,LasComp Institute of IT - Hackensack - PCS,26398018100,411 Hackensack Avenue,Suite LL01,Hackensack,NJ,7601,Bergen,411 Hackensack Avenue,Suite LL01,Hackensack,NJ,7601,Shamsul,Alam,Director,2013360500,,2016214444,www.liit.com,alam@liit.com,1,5,,2/28/2022 12:00:00 AM,1,1,2,1,"""Indic/Hindu, Other Languages""",1,1,1,2,2,2,1,1,"""171, 175, 756, 762""",,PVL,,,"""2/28/22 - PCS/ETPL renewal expiration - SAZ

2/29/20 - PCS/ETPL Renewal Expiration Date. JH

2/6/19 suspended for expired TPB - SAZ (2/7/19 reinstated)

2/5/18 suspended for expired TPB - SAZ (reinstated)
12/18/17 COA updated - SAZ
09/12/2017 - ETPL Renewal Application approval expiration date. SH

3/1/17 Suspended for expired COA - SAZ (4/12/17 reinstated)

3/29/2016 suspended due to expired certification SHarris Reinstated

School name changed to add IT to it.  done on 8/18/10 by MS.""",4/6/2006 10:48:33 AM,Approved
438,Ocean County Vocational Technical Schools - Toms River,216007568004,1299 Old Freehold Road,,Toms River,NJ,8753,Ocean,1299 Old Freehold Road,,Toms River,NJ,8753,Mary,Beatty-Sharisky,Principal of Adult Education,7324733100,3159,7322861196,www.ocvts.org,MBeatty-Sharisky@mail.ocvts.org,18,2,Council on Occupational Education,,2,2,2,2,,1,1,1,1,2,1,1,1,n/a,,,,,"""09/24/2022 - ETPL Renewal Application Approval Expiration Date: AL
07/30/2020-ETPL Renewal Application Approval Expiration Date. JH
12/4/17 Email undeliverable - SAZ
12/01/2017 - ETPL Renewal Application approval expiration date. SH""",1/1/2002 12:00:00 AM,Approved
8928,Eastern Massage Institute - Jersey City - PCS,46228571801,35 Journal Square,Suite 912,Jersey City,NJ,7306,Hudson,45 Everett Drive 140 A,,West Windsor,NJ,8550,Liang,Sun,Director,6095779676,,0,eastern-massage-institute.com,easternmassageinstitute@gmail.com,1,5,N/A,9/30/2021 12:00:00 AM,2,2,2,1,Chinese,2,2,2,2,2,2,2,1,N/A,N/A,NJ Transit PATH,N/A,,"""9/30/21 PCS/ETPL renewal expiration - SAZ

9/21/2020 suspended for expired fire - SAZ (1/28/2021 reinstated)

12/23/19 suspended for expired bond - SAZ (1/9/2020 reinstated)

09/30/2019-ETPL Renewal Approval Expiration Date. JH

10/3/19 suspended for expired liability - SAZ (10/9/19 received)

12/20/18 suspended for expired TPB - SAZ (1/2/19 reinstated)

10/18/18 suspended for expired liability - SAZ (12/07/18 reinstated)
12/09/2017 - ETPL Initial Application approval date. SH

10/3/17 COA expired - SAZ

6/29/17 suspended for expired fire- SAZ (8/17/17 reinstated)""",12/9/2016 8:58:38 AM,Approved
8420,Fortis Institute - Lawrenceville - PCS,363726019010,"""2572 Brunswick Pike, Suite 100""",,Lawrenceville,NJ,8648,Mercer,"""2572 Brunswick Pike, Suite 100""",,Lawrenceville,NJ,8648,Albert,McLaughlin,Campus President,6095122560,7790,6095122600,www.fortis.edu,amclaughlin@fortisinstitute.edu,1,5,Accrediting Bureau of Health Education Schools (ABHES),9/30/2021 12:00:00 AM,2,2,1,2,Spanish,1,1,1,1,2,1,1,1,603,613,None Available,,,"""9/30/21 PCS/ETPL renewal expiration - SAZ

10/1/2020 suspended for expired fire - SAZ (12/1/2020 reinstated)

9/5/19 suspended for expired fire - SAZ (9/11/19 reinstated)

09/30/2019 - ETPL Renewal Application approval expiration date - AL

5/6/19 suspended for expired liability - SAZ (6/19/19 reinstated)

4/16/19 suspended for non-compliance of 1st quarter student record reporting - SAZ (4/30/19 reinstated)

03/09/2018 - ETPL Renewal Application approval expiration date. SH
10/5/17 COA expired - SAZ (10/26/17 reinstated)
12/21/16 Suspended for expired fire cert - SAZ (1/23/17 reinstated)
Updated cert exp date (9/30/17) on 8/22/16. DBarry. 
suspended for failure to submit student records 4/13/2016 SHarris

06/15/16 Reinstated received student records DBAILEY""",11/9/2010 12:38:30 PM,Approved
8306,Innovate Salon Academy - South Plainfield,262834297000,4985 Stelton Road,,South Plainfield,NJ,7080,Middlesex,4985 Stelton Road,,South Plainfield,NJ,7080,John,Sickles,President,9084129600,,9084129618,www.innovatesalonacademy.com,johnlori@me.com,2,19,,7/31/2021 12:00:00 AM,1,2,2,2,,1,1,1,1,2,2,1,1,"""Middlesex Mall and Mall bus stop NYPA 144 Local, 819 Newark 65""",,None Available,,,"""9/15/2022 - ETPL Renewal Application Expiration Date - AL

4/12/2020 - ETPL Renewal Application Expiration Date - AL

10/07/2017 - ETPL Renewal Application Expiration Date. DBarry.
08/07/17- Sent in up to date COA will reinstate. DBailey
8/2/17 suspended for expired COA - SAZ
06/13/17- Name change approved by Division of Consumer Affairs. DBailey
suspended for failure to submit student records 4/13/2016 SHarris Reinstated

3/31/2016 certificate of approval received.  reinstated SHarris

3/31/2016 suspended due to expired certification SHarris

License for 2013-2014 is being 
delayed by Bd. of Cosmetology - Letter stating the backup is attached to folder for this provider. Bd. confirms that school is in good standing. 8/8/2013 - JVoj""",10/9/2009 2:45:18 PM,Approved
8544,MedCerts,271068071000,13955 Farmington Road,,Livonia,MI,48154,Out of State,13955 Farmington Road,,Livonia,MI,48154,Marcy,Miller,Regional Account Manager,4122033411,,7344695193,www.medcerts.com,mmiller@medcerts.com,23,5,,6/30/2021 12:00:00 AM,1,1,2,2,,1,2,2,1,2,2,1,1,None Available,,None Available,,,"""12/12/21  ETPL Renewal Approval Expiration Date - AL

12/13/19 ETPL Renewal Approval Expiration Date - SAZ

10/20/2017 - ETPL Renewal Approval Expiration Date. DBarry. 

8/2/17 suspended for expired COA - SAZ (9/20/17 reinstated)""",1/10/2012 3:52:49 PM,Approved
8282,PC Age Career Institute - Parsippany - PCS,223705915003,1259 Route 46 East - Building 4C - Floor 2 - Suite 400,,Parsippany,NJ,7054,Morris,1259 Route 46 East - Building 4C - Floor 2 - Suite 400,,Parsippany,NJ,7054,Arifa,Khizer,School Director,9735884712,,9735884713,www.pcage.edu,sherilyng@pcage.edu,1,5,,7/31/2021 12:00:00 AM,2,2,1,1,Indic/Hindu,1,1,2,2,1,2,1,2,NJ Transit bus route 46,NJ Tranist bus route 79,,,,"""7/31/2021 PCS/ETPL renewal expiration - SAZ

1/26/2021 suspended for expired fire - SAZ (2/25/2021 reinstated)

6/2/2020 suspended for expired bond - SAZ (6/12/2020 reinstated)

7/31/2019-ETPL Renewal Application Approval Expiration Date. JH

2/22/19 suspended for expired fire - SAZ (2/28/19 reinstated)

6/4/18 suspended for expired TPB - SAZ (10/29/18 reinstated)

4/17/18 suspended for expired fire - SAZ (5/17/18 reinstated)

11/16/2017 - ETPL renewal application approval expiration date. SH
8/2/17 suspended for expired COA - SAZ
2/17/17 suspended for expired fire - SAZ (3/24/17 reinstated)

6/10/2016 suspended for expired tuition bond SHarris Reinstated

5/5/2016 suspended for expired liability insurance SHarris Reinstated""",7/15/2009 2:45:06 PM,Approved
8922,Educate The Block - PCS,465505446,285 West Side Ave,Suite 274-276,Jersey City,NJ,7305,Hudson,285 West Side Ave,Suite 274-276,Jersey City,NJ,7305,Alycea,Nightingale,Executive Director,2014840411,,7323228759,www.educatetheblock.org,a.nightingale@educatetheblock.org; info@educatetheblock.org,1,5,,9/30/2021 12:00:00 AM,1,2,1,1,Tagalog (Philipines),1,1,1,1,2,1,1,1,Bus # 80,Society Hill Bus,Path to Journal Square,Lightrail to West Side Station,,"""9/30/21 PCS/ETPL renewal expiration - SAZ

10/19/2020 suspended for expired fire - SAZ (11/5/2020 reinstated)

4/6/2020 suspended for expired bond - SAZ (4/22/2020 reinstated)

09/30/2019 - ETPL renewal application approval expiration date. SH

8/2/19 suspended for expired liability - SAZ (8/8/19 reinstated)

4/4/19 suspended for expired TPB - SAZ (4/8/19 reinstated)

1/2/19 suspended for expired lease - SAZ (1/9/19 reinstated)
10/18/18 suspended for expired fire - SAZ (11/29/18 reinstated)
8/13/18 suspended for expired liability - SAZ (8/15/18 reinstated)

11/23/2017 - ETPL Initial Application Approval expiration date. SH
10/24/17 suspended for expired fire - SAZ (reinstated)
10/6/17 TP to PCS approval - SAZ
7/24/17 suspended for expired fire - SAZ (9/25/17 reinstated)""",11/23/2016 2:44:25 PM,Approved
8416,Programs for Parents  - PCS,222504469,500 Bloomfield Avenue,2nd floor,Montclair,NJ,7042,Essex,570 Broad Street,9th Floor,Newark,NJ,7102,Beverly,Lynn,CEO,9737334050,,9732791263,www.programsforparents.org,blynn@programsforparents.org,1,5,,10/31/2021 12:00:00 AM,2,2,1,2,,1,1,1,1,2,1,1,1,Bus # 72 from Newark Penn Station to Washington St.,Bus # 94 from Prospect St at Park Ave.  Bus # 34M To Bloomfield Ave,Newark Penn Station NJ Transit/NJ Coast Line,,,"""10/31/21 PCS/ETPL renewal expiration - SAZ

2/21/2020 suspended for expired fire - SAZ (2/24/2020 reinstated)

1/16/2020 suspended for non-compliance of 4th quarter student record reporting - SAZ (1/17/2020 reinstated)

10/31/2019 - ETPL Renewal Application Approval expiration date. SH

4/11/19 no students to report for 1st quarter - SAZ

3/25/19 suspended for expired fire - SAZ (3/25/19 reinstated)

12/1/2017 - ETPL Renewal Application Approval expiration date. SH
10/26/17 PCS approved - SAZ
10/10/17 suspended for expired liability - SAZ (10/17/17 reinstated)
5/30/17 suspended for expired fire, liability - SAZ (Per Oracle, information has been updated. SH)

Reinstated on 4/7/15 with renewal through 10/31/17. DBarry. 

Provider did not renew TP application. Suspended 2/4/15 per Sandy/TEU. DBarry. 

Alternate email: monaco_edu@hotmail.com""",10/25/2010 4:37:23 PM,Approved
8948,American Institute - Somerset - PCS,61184242003,80 Cottontail Lane,Suite 103,Somerset,NJ,8873,Somerset,80 Cottontail Lane,Suite 103,Somerset,NJ,8873,Jamil,Gilmer,Campus President,7322018335,,7322018396,www.americaninstitute.com,jgilmer@americaninstitute.edu,1,5,,7/31/2021 12:00:00 AM,2,1,2,2,,1,1,1,1,2,2,1,1,N/A,N/A,N/A,N/A,,"""7/31/21 PCS/ETPL renewal expiration - SAZ

1/13/2021 suspended for expired fire - SAZ (3/5/2021 reinstated)

07/31/19-ETPL Renewal Approval expiration date: AL

5/15/19 suspended for expired TPB - SAZ (5/30/19 reinstated)

1/25/19 suspended for expired liability - SAZ (1/28/19 reinstated)

11/29/18 suspended for expired fire - SAZ (12/13/18 reinstated)

02/22/18-ETPL Renewal Approval expiration Date. DBailey.
12/5/17 suspended for expired fire - SAZ (12/7/17 reinstated)
8/2/17 suspended for expired COA - SAZ (9/6/17 updated)""",2/21/2017 3:39:02 PM,Approved
8956,"""Interfaith Neighbors, Inc. - WIOA YOUTH""",222896129000,1201 Springwood Avenue,,Asbury Park,NJ,7712,Monmouth,1201 Springwood Avenue,,Asbury Park,NJ,7712,Kelly,Aliperti,Grant Writer,9089028273,,7327755422,www.interfaithneighbors.org,kellya@interfaithneighbors.org,220,6,,3/31/2021 12:00:00 AM,2,2,2,2,,1,1,1,1,2,1,2,2,Asbury Park to Point Pleasant Beach Route 830,Asbury Park to Freehold Route 836,New Jersey Transit North Jersey Coast Line,,,"""3/31/2021 WIOA Youth contract expiration - SAZ

6/1/2020 WIOA Youth contract expiration - SAZ

12/31/19 WIOA Youth contract expiration - SAZ

03/21/18-ETPL Renewal Approval Expiration Date. DBailey.""",3/21/2017 10:35:19 AM,Approved
916,Atlantic County Institute of Technology - Adult Day Programs,216000052000,4805 Nawakwa Blvd.,,Mays Landing,NJ,8330,Atlantic,4805 Nawakwa Blvd.,,May Landing,NJ,8330,Erich,Wolfe,Director,6096252249,7101,6096250564,www.acitech.org,ewolfe@acitech.org,18,2,Council on Occupational Education,,2,2,2,2,,2,1,2,2,2,2,2,1,"""New Jersey Transit # 501, 502, 505, 507, 509""",,,,,"""09/17/2021 - ETPL Renewal Application Approval Expiration Date. JH
05/15/2020 - ETPL Renewal application approval expiration date. SH

4/26/18 ETPL expired; email undeliverable - SAZ

03/06/2018 - ETPL Renewal application approval expiration date. SH

02/23/2017 - suspended for not submitting an ETPL Renewal Application. SH""",6/8/2000 2:24:10 PM,Approved
8022,Inspection 21 - Home Inspection Institute - Toms River - PCS,651224928001,650 Washington Street,2nd Floor,Toms River,NJ,8753,Ocean,650 Washington Street,2nd Floor,Toms River,NJ,8753,Michael,Fitzpatrick,Executive Director,7326780151,,2014571131,www.inspection21.com,inspection21@gmail.com,1,5,,10/31/2021 12:00:00 AM,2,2,1,1,"""Arabic, Chinese, Indic/Hindu, Korean, Polish, Russian, Yiddish/Hebrew""",2,1,2,2,2,2,1,2,NJ Transit Bus 67 - Route 37 & Central Avenue,,,,,"""10/31/21 - PCS/ETPL renewal expiration - SAZ

9/2/2020 suspended for expired fire, lease - SAZ (11/2/2020 reinstated)

10/31/2019 - ETPL Renewal Approval Expiration Date. JH

10/17/18 non-compliance of 3rd quarter reporting - SAZ (11/26/18 reinstated)
4/23/18 suspended for expired ETPL - SAZ

04/19/2018 - ETPL Renewal application approval expiration date. SH

10/17/17 suspended for non-compliance of 3rd quarter student record reporting - SAZ

9/11/17 change in location approved - SAZ
04/10/2017 - ETPL renewal application denied. Section J's were not submitted. SH

11/2/2016 - ETPL final notice email undeliverable. SH

Reinstated 8/1/16. DBarry
Suspended 8/17/15 failure to report student records for calendar year 2014. DBarry.""",9/7/2006 10:19:36 AM,Approved
1149,Capri Institute of Hair Design - Clifton,223109784001,1595 Main Avenue,,Clifton,NJ,7011,Passaic,615 Winters Ave,,Paramus,NJ,7652,Lorelei,Muenster,President,2015999250,12,9735999258,www.capriinstitute.com,ymateo@becapri.com,2,19,,7/31/2021 12:00:00 AM,2,2,1,2,,1,2,1,2,2,2,1,2,#74,"""All Passaic, Essex, Hudson routes""",none available,,,"""12/7/2022-ETPL Renewal Approval Expiration Date. DBailey
05/25/2019 -ETPL Renewal Approval expiration date. JH

7/16/19 suspended for non-compliance of 2nd quarter student reporting - SAZ (7/24/19 reinstated)

2/26/19 non-compliance of 4th quarter reporting - SAZ (3/18/19 reinstated)

10/17/18 non-compliance of 3rd quarter reporting - SAZ (2/26/19 records updated - SAZ)
8/2/17 suspended for expired COA - SAZ (reinstated. SH)
04//27/2017 - provider suspended for not submitting an ETPL Renewal application. SH""",8/22/2000 5:00:04 PM,Approved
8603,Abundant Training Institute/ATI - PCS,832812751000,2201 Route 38,8th Floor,Cherry Hill,NJ,8002,Camden,2201 Route 38,8th Floor,Cherry Hill,NJ,8002,Dr.Natalie,Denize-Scott,School Director,8563240430,,8563336121,www.abundanttraininginstitute.com,contactus@abundanttraininginstitute.com; Dr.Natalie.Denize-Scott@abundanttraininginstitute.com,1,5,,8/31/2021 12:00:00 AM,1,1,2,2,,1,1,1,1,2,2,1,1,317 Bus directly in front of bulilding,413 walking distance less than 100 feet,,,,"""08/31/2021 - ETPL Renewal Application approval expiration date. SH

08/31/2019-ETPL Renewal Approval Expiration Date. JH

8/26/19 suspended for non-receipt of annual report - SAZ (9/3/19 reinstated)

4/3/19 updated Change in Location/Name/FEIN - SAZ

1/2/19 suspended for expired fire - SAZ

9/5/18 received liability insurance cancellation effective 8/20/18 - SAZ (9/13/18 reinstated)
04/13/18- ETPL Renewal Approval Expiration Date. DBailey

9/6/17 COA expired - SAZ (10/25/17 updated)
04/13/17- Received new COA with approved changed of location. DBailey.

03/29/17- Application denied no COA for change of location. DBailey
03/27/17- ETPL application is pending because student records are not up to date. DBailey.

3/29/17 - Suspended - Mail came back undeliverable - Not approved for Change of Location - SAZ
8/31/16 Suspended for expired TPB - SAZ (reinstated)

6/22/2016 suspended for expired fire cert SHarris Reinstated 

Name changed from American Nanny and Parenting Institute""",10/4/2012 4:00:35 PM,Approved
8327,Mike's Driving School Inc.,223650303000,700 Cenco Boulevard,,Clayton,NJ,8312,Camden,700 Cenco Boulevard,,Clayton,NJ,8312,Michael,Lawrence,President,8567282332,,8564941866,www.mikesdrivingschoolnj.com,mikesdrivingschoolnj@outlook.com,11,18,,12/31/2021 12:00:00 AM,1,2,1,2,,1,1,1,1,2,1,1,2,551,,,No,,"""03/14/2021 - New ETPL renewal approval expiration date. Provider was already reinstated by SAZ. SH

12/31/18 ETPL renewal expiration date - JH (SAZ)
3/14/18 updated COA - SAZ
08/01/17- ETPL Renewal application expiration date. DBailey
4/6/17 updated COA - SAZ
3/31/2016 reinstated. certification received SHarris

3/31/2016 suspended due to expired certification SHarris

3/12/2012 No Telephone number and no programs entered for this provider""",1/15/2010 11:57:03 AM,Approved
8960,Fulfill Culinary Arts - PCS,222622522001,1769 Hooper Ave.,,Toms River,NJ,8753,Ocean,1769 Hooper Ave.,,Toms River,NJ,8753,Barbara,Scholz,Director of Advocacy and Programs,7327311400,1410,7322557796,www.fulfillnj.org,bscholz@FULFILLNJ.ORG,1,5,,8/31/2021 12:00:00 AM,2,2,2,2,,1,1,1,1,2,1,2,2,Route 67 NJ Transit Bus,,,,,"""8/31/21 PCS/ETPL renewal expiration - SAZ

1/13/2021 suspended for expired fire - SAZ (1/20/2021 reinstated)

6/26/2020 suspended for expired liability - SAZ (7/1/2020 reinstated)

10/21/19 suspended for expired bond - SAZ (11/4/19 reinstated)

05/22/2020 - ETPL Renewal Application Approval expiration date, AL

7/2/18 COA expired - SAZ

03/31/2018 - ETPL Initial Application Approval expiration date. SH

5/31/17 suspended for expired fire, health - SAZ (7/21/17 reinstated)""",3/31/2017 8:19:36 AM,Approved
8565,Cultural Center for Language Studies  (CCLS) - PCS,450507219000,60B Ferry Street,,Newark,NJ,7105,Essex,60B Ferry Street,,Newark,NJ,7105,Leni,Teixeira,Director,9733442257,,9733442201,www.cclsnj.com,cclsinfo@cclsnj.com,1,5,,9/30/2021 12:00:00 AM,2,2,1,1,Portuguese,2,2,2,1,2,2,2,1,1,25,two blocks from Newark Penn Station,,,"""09/30/21- ETPL Renewal Approval Expiration Date. DBailey

9/10/19 suspended for expired fire - SAZ (9/17/19 reinstated)

09/30/19- ETPL Renewal Approval Expiration Date. DBailey

1/2/19 suspended for expired lease - SAZ (1/30/19 reinstated)

7/31/18 suspended for expired fire - SAZ (8/21/18 reinstated)

04/03/18-ETPL Renewal Approval Expiration date. Dbailey.
9/6/17 COA updated - SAZ
7/11/17 suspended for expired fire - SAZ (7/19/17 reinstated)
Suspended 2/22/17 - no ETPL Renewal App submitted. DBarry
Updated COA exp date to 9/30/17 on 9/28/16. DBarry. 
7/22/2016 suspended for expired fire certificate SHarris Reinstated 

6/7/2016 suspended for expired tuition bond SHarris Reinstated""",3/26/2012 4:22:39 PM,Approved
7914,NJ Department of Corrections - WIOA Title 2,216000928130,Whittlesey Road,,Trenton,NJ,8625,Mercer,Whittlesey Road,PO Box 863,Trenton,NJ,8625,Stephen,Rotzko,Coordinator - Computer Technology,6096332924,,6097774143,https://www.state.nj.us/corrections/pages/ots.html,Stephen.Rotzko@doc.state.nj.us,39,38,,6/30/2021 12:00:00 AM,2,2,2,2,,1,1,2,2,2,2,2,2,,,,,,"""8/26/2020 - Per J. Cohen, FY 20/21 approved WIOA Title 2 Lead Agency - SAZ

7/8/19 - Per J. Cohen, FY19/20 Title II lead agency, per J. Cohen - SAZ

02/23/17-Suspended did not send in ETPL Renewal App. DBailey

9/25/17 approved for FY 17/18 Title II - per J. Cohen - SAZ
Partner for Title II for 2016/17 (SAZ)

11/06/2016- ETPL final notice email undeliverable. SH""",9/21/2005 3:52:37 PM,Approved
8467,New Jersey Dog Grooming Academy - PCS,204283251000,900 Main Street,,Boonton,NJ,7005,Morris,900 Main Street,,Boonton,NJ,7005,Richard,Bonadeo,Owner,9733350023,,9733350023,www.njdga.com,info@njdga.com,1,5,,4/30/2022 12:00:00 AM,2,2,2,2,,2,2,2,2,2,2,2,2,Boonton-Hill st. and main st.,,Montclair/Boonton line,,,"""4/30/2022 PCS/ETPL renewal expiration - SAZ

4/30/2020-ETPL Renewal Approval Expiration Date. JH

1/2/19 suspended for expired TPB - SAZ (1/7/19 reinstated)

2/22/18 suspended for expired ETPL, liability - SAZ

11/15/17- ETPL Renewal Approval Expiration Date. DBailey

10/17/17 suspended for non-compliance of 3rd quarter student record reporting - SAZ (10/25/17 no students to report for 3rd quarter per provider) - SAZ

7/7/17 - suspended for non student record compliance- records were due no later than 6/30/17. - SAZ (8/1/17 reinstated)
4/20/17 updated COA - SAZ
1/11/17 Suspended for expired bond - SAZ (reinstated 1/17/17)""",5/23/2011 2:14:59 PM,Approved
744,Smith & Solomon Driver Training - Bordentown,223658271000,402 Rising Sun Road,,Bordentown,NJ,8505,Mercer,402 Rising Sun Road.,,Bordentown,NJ,8505,Tracey,Peterson,Admissions Coordinator,6092911154,295,6092917136,www.smithsolomon.com,tpeterson@smithsolomon.com,11,18,,12/31/2021 12:00:00 AM,2,2,1,2,,1,1,1,1,2,2,1,1,None Available,,None Available,,What is the Bus Route #?,"""11/6/21 - ETPL Renewal Approval Expiration Date - AL

12/8/19 - ETPL Renewal Approval Expiration Date - AL

1/3/19 COA expired - SAZ (1/7/19 COA updated/reinstated)

08/24/17-ETPL Renewal Approval Expiration Date. DBailey

suspended for non student record compliance- records were due no later than 6/30/17. -je 

student records updated 7/10/17 for 2nd quarter -jde

4/6/17 updated COA - SAZ
DBarry removed """"PVS"""" from provider name 2/28/17

3/31/2016 reinstated.  certificate of approval received SHarris

licensed as Bordentown Driving School dba Smith & Solomon/ Suspended due to certification exp. on 12/31/14. DBAILEY 03/28/16/ received new license with updated Cert Exp. date 12/31/16""",5/23/2000 3:00:13 PM,Approved
